,year,name,fields_of_study,placement,ranking,university,department
270,2015,László Sándor,"Public Finance, Labor Economics",Luxembourg School of Finance,1,Harvard University,Economics
271,2015,Frank Schilbach,"Development Economics, Behavioral Economics","MIT, Department of Economics",1,Harvard University,Economics
272,2015,Benjamin Schoefer,"Labor Economics, Macroeconomics","UC Berkeley, Department of Economics",1,Harvard University,Economics
273,2015,Jesse Schreger,"International Finance, Macroeconomics, Finance",Harvard Business School,1,Harvard University,Economics
274,2015,Mark Shepard,"Health Economics, Industrial Organization",Harvard Kennedy School,1,Harvard University,Economics
275,2015,Ran Shorrer,"Economic Theory, Market Design",Pennsylvania State University,1,Harvard University,Economics
276,2015,Thomas Wollmann,"Industrial Organization, Applied Microeconomics","University of Chicago, Booth School of Business",1,Harvard University,Economics
277,2015,David Yang,"Finance, Macroeconomics","University of California Irvine, Paul Mirage School of Business",1,Harvard University,Economics
278,2015,Fanyin Zheng,"Industrial Organization, Applied Econometrics, Econometric Theory",Columbia Business School,1,Harvard University,Economics
279,2015,Tom Zimmerann,"Applied Macroeconomics, Behavioral Finance, Machine Learning",Federal Reserve Board of Governors,1,Harvard University,Economics
280,2015,Oren Ziv,"International Trade, Urban and Real Estate Economics",Michigan State University,1,Harvard University,Economics
281,2015,Zhenyu Lai,"Industrial Organization, Applied Microeconomics",Wayfair,1,Harvard University,Economics
282,2015,David Smalling,Financial Economics,Ellington Management Group,1,Harvard University,Economics
283,2014,Thomas Barrios,Economics,TrueCar,1,Harvard University,Economics
284,2014,Daniel Bjorkegren,Economics,"Brown University, Department of Economics",1,Harvard University,Economics
285,2014,Julia Cage,Economics,Sciences Po,1,Harvard University,Economics
286,2014,Eduardo Davila,Economics,"New York University, Stern School of Business",1,Harvard University,Economics
287,2014,Adam Guren,Economics,"Boston University, Department of Economics",1,Harvard University,Economics
288,2014,Yuhta Ishii,Economics,Instituto Tecnológico Autónomo de México,1,Harvard University,Economics
289,2014,Tao Jin,Economics,Tsinghua University,1,Harvard University,Economics
290,2014,Charles Nathanson,Economics,"Northwestern University, Kellogg School of Management",1,Harvard University,Economics
291,2014,Ricardo Perez-Truglia,Economics,"University of California Los Angeles, Department of Economics",1,Harvard University,Economics
292,2014,Matthew Resseger,Economics,Boston Redevelopment Authority,1,Harvard University,Economics
293,2014,Anitha Sivasankaran,Economics,Mathematica,1,Harvard University,Economics
294,2014,Jenny Tang,Economics,Boston Federal Reserve Bank,1,Harvard University,Economics
295,2014,Danny Yagan,Economics,"UC Berkeley, Department of Economics",1,Harvard University,Economics
296,2014,Catherine Barrera,Business Economics,"Cornell University, Johnson School of Management",1,Harvard University,Economics
297,2014,Thomas Covert,Business Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
298,2014,Raluca Dragusanu,Business Economics,Federal Reserve Board,1,Harvard University,Economics
299,2014,Samuel Kruger,Business Economics,"University of Texas-Austin, McCombs School of Business",1,Harvard University,Economics
300,2014,Heather Schofield,Business Economics,"University of Pennsylvania, Perelman School of Medicine",1,Harvard University,Economics
301,2014,Dmitry Taubinsky,Business Economics,Harvard Business School,1,Harvard University,Economics
302,2014,Eric Zwick,Business Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
303,2014,Joana Naritomi,PEG,"London School of Economics, International Development",1,Harvard University,Economics
304,2014,Arash Nekoei,PEG,"Stockholm University, Institute for International Economic Studies",1,Harvard University,Economics
305,2014,Johann Blauth,Economics,"Harvard Medical School, Massachusetts General Hospital",1,Harvard University,Economics
306,2014,Emily Glassberg Sands,Economics,Coursera,1,Harvard University,Economics
307,2014,Thomas Gole,Economics,Boston Consulting Group,1,Harvard University,Economics
308,2014,Tristan Reed,Economics,McKinsey & Company,1,Harvard University,Economics
309,2014,Charles-Henri Weymuller,Economics,"Treasury Department, France",1,Harvard University,Economics
310,2014,Fan Zhang,Economics,PrepScholar Online Education,1,Harvard University,Economics
311,2013,Nikhil Agarwal,Economics,"MIT, Department of Economics",1,Harvard University,Economics
312,2013,Marcella Alsan,Economics,"Stanford University, School of Medicine",1,Harvard University,Economics
313,2013,Steve Cicala,Economics,"University of Chicago, Harris School of Public Policy Studies",1,Harvard University,Economics
314,2013,Adam Clark-Joseph,Economics,"University of Illinois at Urbana-Champaign, Department of Finance",1,Harvard University,Economics
315,2013,Rebecca Diamond,Economics,"Stanford University, Graduate School of Business",1,Harvard University,Economics
316,2013,Wenxin Du,Economics,Federal Reserve Board,1,Harvard University,Economics
317,2013,Eunice Sookyung Han,Economics,University of Utah,1,Harvard University,Economics
318,2013,Nathanial Hilger,Economics,"Brown University, Department of Economics",1,Harvard University,Economics
319,2013,Jisoo Hwang,Economics,Bank of Korea,1,Harvard University,Economics
320,2013,Michal Kolesar,Economics,"Princeton University, Department of Economics",1,Harvard University,Economics
321,2013,Timothy McQuade,Economics,"Stanford University, Graduate School of Business",1,Harvard University,Economics
322,2013,Johanna Mollerstrom,Economics,George Mason University,1,Harvard University,Economics
323,2013,José Luis Olea Montiel,Economics,"New York University, Department of Economics",1,Harvard University,Economics
324,2013,Benjamin Ranish,Economics,Federal Reserve Board,1,Harvard University,Economics
325,2013,Anil Somani,Economics,Deloitte Consulting,1,Harvard University,Economics
326,2013,Vania Stavrakeva,Economics,London Business School,1,Harvard University,Economics
327,2013,Troiano Ugo,Economics,"University of Michigan, Department of Economics",1,Harvard University,Economics
328,2013,Crystal Yang,Economics,Harvard Law School,1,Harvard University,Economics
329,2013,Stephanie Hurder,Business Economics,"University of Michigan, Department of Economics",1,Harvard University,Economics
330,2013,Benjamin Iverson,Business Economics,"Northwestern University, Kellogg Schoool of Management",1,Harvard University,Economics
331,2013,Julian Kolev,Business Economics,"Southern Methodist University, Cox School of Business",1,Harvard University,Economics
332,2013,Scott Kominers,Business Economics,"Society of Fellows, Harvard University",1,Harvard University,Economics
333,2013,Hoan Soo Lee,Business Economics,"Tsinghua University, School of Economics and Management",1,Harvard University,Economics
334,2013,Anna Milanez,Business Economics,Deloitte Consulting,1,Harvard University,Economics
335,2013,Paul Novosad,PEG,"Dartmouth, Department of Economics",1,Harvard University,Economics
336,2012,Ruchir Agarwal,Economics,International Monetary Fund,1,Harvard University,Economics
337,2012,Arturo Aguilar,Economics,Instituto Tecnológico Autónomo de México,1,Harvard University,Economics
338,2012,Eduardo Azevedo,Economics,"University of Pennsylvania, Wharton Business and Public Policy Department",1,Harvard University,Economics
339,2012,Catherine Baldiga,Economics,Ohio State University,1,Harvard University,Economics
340,2012,Ian Dew-Becker,Economics,"Northwestern University, Kellogg School of Management",1,Harvard University,Economics
341,2012,Melissa Eccleston,Economics,World Bank,1,Harvard University,Economics
342,2012,Michal Fabinger,Economics,Pennsylvania State University,1,Harvard University,Economics
343,2012,Joshua Gottlieb,Economics,University of British Columbia,1,Harvard University,Economics
344,2012,David Hemous,Economics,INSEAD,1,Harvard University,Economics
345,2012,Yuichiro Kamada,Economics,"UC-Berkeley, Haas School of Business",1,Harvard University,Economics
346,2012,Neel Rao,Economics,The State University of New York,1,Harvard University,Economics
347,2012,Dana Rotz,Economics,Mathematica,1,Harvard University,Economics
348,2012,Dorothee Rouzet,Economics,OECD,1,Harvard University,Economics
349,2012,Andrea Stella,Economics,Federal Reserve Board,1,Harvard University,Economics
350,2012,Stan Veuger,Economics,American Enterprise Institute,1,Harvard University,Economics
351,2012,Shai Bernstein,Business Economics,"Stanford University, Graduate School of Business",1,Harvard University,Economics
352,2012,Jacob Leshno,Business Economics,"Columbia University, Graduate School of Business",1,Harvard University,Economics
353,2012,Hongyi Li,Business Economics,University of New South Wales,1,Harvard University,Economics
354,2012,Carolin Pflueger,Business Economics,"University of British Columbia, Sauder School of Business",1,Harvard University,Economics
355,2012,Michael Sinkinson,Business Economics,"University of Pennsylvania, Wharton Business and Public Policy Department",1,Harvard University,Economics
356,2012,Supreet Kaur,PEG,"Columbia University, Department of Economics",1,Harvard University,Economics
357,2012,Elizabeth Greenwood,Economics,Boston Consulting Group,1,Harvard University,Economics
358,2012,Lauren Merrill,Economics,Boston Consulting Group,1,Harvard University,Economics
359,2012,Holger Spamann,Economics,Harvard Law School,1,Harvard University,Economics
360,2012,Kjell Carlsson,Business Economics,Wilson Perumal & Company,1,Harvard University,Economics
361,2012,Tim Ganser,PEG,McKinsey & Company,1,Harvard University,Economics
362,2011,Jeffrey Clemens,Economics,"University of San Diego, Department of Economics",1,Harvard University,Economics
363,2011,Deepa Dhume,Economics,"Federal Reserve Board, International Division",1,Harvard University,Economics
364,2011,"Keith Ericson, Marzilli M.",Economics,"Boston University, School of Management",1,Harvard University,Economics
365,2011,Andreas Fuster,Economics,"Federal Reserve Bank, Research Department",1,Harvard University,Economics
366,2011,Stefano Giglio,Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
367,2011,Naomi Hausman,Economics,"Hebrew University, Department of Economics",1,Harvard University,Economics
368,2011,Shih En Lu,Economics,"Simon Fraser University, Department of Economics",1,Harvard University,Economics
369,2011,Eduardo Morales,Economics,"Columbia University, Department of Economics",1,Harvard University,Economics
370,2011,Chris Nosko,Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
371,2011,Morten Olsen,Economics,Instituto de Estudios Superiores de la Empresa (IESE),1,Harvard University,Economics
372,2011,Dina Pomeranz,Economics,"Harvard Business School, Entrepreneurial Management Unit",1,Harvard University,Economics
373,2011,Thomas Sampson,Economics,London School of Economics,1,Harvard University,Economics
374,2011,Daniel Shoag,Economics,"Harvard University, Kennedy School of Government",1,Harvard University,Economics
375,2011,Kelly Shue,Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
376,2011,Richard Towsend,Economics,"Dartmouth College, Tuck School of Business",1,Harvard University,Economics
377,2011,Jose Ursua,Economics,Goldman Sachs,1,Harvard University,Economics
378,2011,Tom Vogl,Economics,"Princeton University, Department of Economics",1,Harvard University,Economics
379,2011,Yuichi Yamamoto,Economics,"University of Pennsylvania, Department of Economics",1,Harvard University,Economics
380,2011,Michael Dickstein,Business Economics,"Stanford University, Department of Economics",1,Harvard University,Economics
381,2011,Samuel Hanson,Business Economics,"Harvard Business School, Finance Unit",1,Harvard University,Economics
382,2011,Judd Kessler,Business Economics,"University of Pennsylvania, Wharton Business & Public Policy Department",1,Harvard University,Economics
383,2011,Amanda Starc,Business Economics,"University of Pennsylvania, Wharton Health Care Management Group",1,Harvard University,Economics
384,2011,Aditya Sunderam,Business Economics,"Harvard Business School, Finance Unit",1,Harvard University,Economics
385,2011,Eliana Carranza,PEG,RAND Corporation,1,Harvard University,Economics
386,2011,Martin Kanz,PEG,World Bank,1,Harvard University,Economics
387,2011,Rodrigo Wagner,PEG,"Tufts University, Department of Economics",1,Harvard University,Economics
388,2011,Jonathan Beuchamp,Economics,McKinsey & Company,1,Harvard University,Economics
389,2011,Jinzhu Chen,Economics,"Chinese Academy of Social Sciences, Institute of Economics",1,Harvard University,Economics
390,2011,Scott Kominers,Business Economics,Milton Friedman Institute for Research in Economics at the University of Chicago,1,Harvard University,Economics
391,2010,Elias Albagli,Economics,"University of Southern California,  Marshall School of Business",1,Harvard University,Economics
392,2010,Leonardo Bursztyn,Economics,"University of California-Los Angeles, Anderson School of Management",1,Harvard University,Economics
393,2010,Davide Cantoni,Economics,"Universitat Pompeu Fabra (Barcelona, Spain)",1,Harvard University,Economics
394,2010,Alberto Cavallo,Economics,"MIT, Sloan School of Management",1,Harvard University,Economics
395,2010,Justin Ho,Economics,Dean & Company,1,Harvard University,Economics
396,2010,Bert    Huang,Economics,Columbia University Law School,1,Harvard University,Economics
397,2010,Loukas  Karabarbounis,Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
398,2010,Alexander Kaufman,Economics,Federal Reserve Board,1,Harvard University,Economics
399,2010,Stephen    Miran,Economics,PSQR Capital Management,1,Harvard University,Economics
400,2010,Omar Robles,Economics,Bureau of Labor Statistics,1,Harvard University,Economics
401,2010,Lori    Santikian,Economics,"University of Southern California, Marshall School of Business",1,Harvard University,Economics
402,2010,Josh Schwartzstein,Economics,"Dartmouth College, Department of Economics",1,Harvard University,Economics
403,2010,Gloria Sheu,Economics,"US Department of Justice, Antitrust Division",1,Harvard University,Economics
404,2010,Heidi Williams,Economics,"MIT, Department of Economics",1,Harvard University,Economics
405,2010,Noam Yuchtman,Economics,"University of California-Berkeley, Haas School of Business",1,Harvard University,Economics
406,2010,John Beshears,Business Economics,"Stanford University, Graduate School of Business",1,Harvard University,Economics
407,2010,Sergey Chernenko,Business Economics,"Ohio State University, Fisher College of Business",1,Harvard University,Economics
408,2010,Lucas Coffman,Business Economics,"Ohio State University, Department of Economics",1,Harvard University,Economics
409,2010,Itay    Fainmesser,Business Economics,"Brown University, Department of Economics",1,Harvard University,Economics
410,2010,Winnie Fung,Business Economics,"Wheaton College, Department of Business and Economics",1,Harvard University,Economics
411,2010,Laura Serben,Business Economics,Securities and Exchange Commission,1,Harvard University,Economics
412,2010,Soonjin Yim,Business Economics,"Emory University, Goizueta Business School",1,Harvard University,Economics
413,2010,Ryan Bubb,PEG,New York University School of Law,1,Harvard University,Economics
414,2010,Dan    Fetter,PEG,"Wellesley College, Department of Economics",1,Harvard University,Economics
415,2009,Robert Akerlof,Economics,"MIT, Sloan School of Management",1,Harvard University,Economics
416,2009,Thomas Baranga,Economics,"University of California San Diego, International Relations and Pacific Studies Department",1,Harvard University,Economics
417,2009,Dmitri Byzalov,Economics,"Temple University, Fox Business School",1,Harvard University,Economics
418,2009,Daniel Carvalho,Economics,University of Southern California Marshall School of Business,1,Harvard University,Economics
419,2009,John Friedman,Economics,"Harvard University, Kennedy School",1,Harvard University,Economics
420,2009,Tarek Hassan,Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
421,2009,Oleg Itskhoki,Economics,"Princeton University, Department of Economics",1,Harvard University,Economics
422,2009,Keyu Jin,Economics,London School of Economics,1,Harvard University,Economics
423,2009,Karthik Kalyanaraman,Economics,University College London,1,Harvard University,Economics
424,2009,Mihai Manea,Economics,"MIT, Economics Department",1,Harvard University,Economics
425,2009,Thomas Mertens,Economics,"New York University, Stern School of Management",1,Harvard University,Economics
426,2009,Anthony Niblett,Economics,University of Chicago Law School,1,Harvard University,Economics
427,2009,Paul Niehaus,Economics,"University of California San Diego, Economics Department",1,Harvard University,Economics
428,2009,Giacomo Ponzetto,Economics,CREI,1,Harvard University,Economics
429,2009,Konstantin Styrin,Economics,New Economic School,1,Harvard University,Economics
430,2009,Daniel Wood,Economics,"Clemson University, Department of Economics",1,Harvard University,Economics
431,2009,Eric Budish,Business Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
432,2009,Jennifer Dlugosz,Business Economics,Federal Reserve Board,1,Harvard University,Economics
433,2009,Ioannis Ioannou,Business Economics,London Business School,1,Harvard University,Economics
434,2009,Stephen Leider,Business Economics,University of Michigan Business School,1,Harvard University,Economics
435,2009,Sandip Sukhtankar,PEG,"Dartmouth College, Economics Department",1,Harvard University,Economics
436,2009,Esra Eren Bayindir,Economics,"TOBB-ETU, Economics Department",1,Harvard University,Economics
437,2009,Georgy Egorov,Economics,"Northwestern University, Kellogg School of Management",1,Harvard University,Economics
438,2009,Erkko Etula,Economics,New York Federal Reserve Board,1,Harvard University,Economics
439,2009,Kirk Moore,Economics,McKinsey & Co.,1,Harvard University,Economics
440,2009,David Seif,Economics,Paulson & Co.,1,Harvard University,Economics
441,2009,Yue Tan David Tang,Economics,China National Petroleum Corporation,1,Harvard University,Economics
442,2009,John Beshears,Business Economics,Harvard Business School,1,Harvard University,Economics
443,2009,Michael Faye,Business Economics,McKinsey & Co.,1,Harvard University,Economics
444,2008,Antonia Alanassova,Economics,OC&C Strategy Consultants,1,Harvard University,Economics
445,2008,Afua Branoah Banful,Economics,International Food Policy Research Institute,1,Harvard University,Economics
446,2008,Leon Berkelsman,Economics,Federal Board of Governors,1,Harvard University,Economics
447,2008,Elias Bruegmann,Economics,Cornerstone Research,1,Harvard University,Economics
448,2008,Hanley Chiang,Economics,"Mathematica Policy Research, Inc",1,Harvard University,Economics
449,2008,Quoc-Ahn Do,Economics,Singapore Management University,1,Harvard University,Economics
450,2008,Eyal Dvir,Economics,"Boston College, Economics Department",1,Harvard University,Economics
451,2008,Alexander Gelber,Economics,"University of Pennsylvania, Wharton School of Business",1,Harvard University,Economics
452,2008,Kai Guo,Economics,International Monetary Fund,1,Harvard University,Economics
453,2008,Ruben Enikolopov,Economics,New Economic School,1,Harvard University,Economics
454,2008,Li Han,Economics,Hong Kong University of Science and Technology,1,Harvard University,Economics
455,2008,Lisa Kahn,Economics,Yale School of Government,1,Harvard University,Economics
456,2008,Noam Kirson,Economics,Analysis Group,1,Harvard University,Economics
457,2008,Fuhito Kojima,Economics,"Stanford University, Economics Department",1,Harvard University,Economics
458,2008,Ian Martin,Economics,"Stanford University, Graduate School of Business",1,Harvard University,Economics
459,2008,Brent Neiman,Economics,"University of Chicago, Graduate School of Business",1,Harvard University,Economics
460,2008,Ioana Petrescu,Economics,American Enterprise Institute,1,Harvard University,Economics
461,2008,Karine Serfaty-de Medeiros,Economics,OC&C Strategy Consultants,1,Harvard University,Economics
462,2008,Kartini Shastry,Economics,"University of Virginia, Economics Department",1,Harvard University,Economics
463,2008,Garrett Summers,Economics,"Department of Defense, Program Analysis and Evaluation",1,Harvard University,Economics
464,2008,Daniel Tortorice,Economics,"Brandeis University, Economics Department",1,Harvard University,Economics
465,2008,Jeremy Tobacman,Economics,"University of Pennsylvania, Wharton School of Business",1,Harvard University,Economics
466,2008,Matthew Weinzierl,Economics,"Harvard Business School, Business, Government, and the International Economy Group",1,Harvard University,Economics
467,2008,Jakub Jurek,Business Economics,"Princeton, Economics Department",1,Harvard University,Economics
468,2008,Anna Kovner,Business Economics,New York Fed,1,Harvard University,Economics
469,2008,Robin Lee,Business Economics,"New York University, Stern School of Business",1,Harvard University,Economics
470,2008,Maria Petrova,PEG,New Economic School,1,Harvard University,Economics
471,2008,Philipp Schnabl,PEG,"New York University, Stern School of Business",1,Harvard University,Economics
472,2008,Kate Sims,PEG,"Amherst College, Economics Department",1,Harvard University,Economics
473,2008,Qiu Tian Tian,Economics,"Goldman Sachs, Foreign Exchange Strategies",1,Harvard University,Economics
474,2008,Daniel Ahn,Economics,Lehman Brothers,1,Harvard University,Economics
475,2007,Andreea Balan Cohen,Economics,"Tufts University, Economics",1,Harvard University,Economics
476,2007,Albert Bravo-Biosca,Economics,NESTA,1,Harvard University,Economics
477,2007,Filipe Campante,Economics,Harvard Kennedy School,1,Harvard University,Economics
478,2007,Davin Chor,Economics,Singapore Management University,1,Harvard University,Economics
479,2007,David Clingingsmith,Economics,"Case Western University, Economics",1,Harvard University,Economics
480,2007,Benjamin Edelman,Economics,"Harvard Business School, NOM",1,Harvard University,Economics
481,2007,Alfred Galichon,Economics,Ecole Polytechnique,1,Harvard University,Economics
482,2007,Mario Gamboa-Cavazos,Economics,State Street Associates,1,Harvard University,Economics
483,2007,Jason Hwang,Economics,Cornerstone Research,1,Harvard University,Economics
484,2007,C. Kirabo Jackson,Economics,"Cornell University, School of Industrial and Labor Relations",1,Harvard University,Economics
485,2007,Ilyana Kuziemko,Economics,"Princeton, Department of Economics",1,Harvard University,Economics
486,2007,Kalina Manova,Economics,"Stanford, Department of Economics",1,Harvard University,Economics
487,2007,Janina Matuszeski,Economics,World Bank,1,Harvard University,Economics
488,2007,Anna Mikusheva,Economics,"MIT, Department of Economics",1,Harvard University,Economics
489,2007,Karthik Muralidharan,Economics,"University of California, San Diego",1,Harvard University,Economics
490,2007,Emi Nakamura,Economics,"Columbia Graduate Business School, Department of Economics",1,Harvard University,Economics
491,2007,Emily Oster,Economics,"University of Chicago, Department of Economics",1,Harvard University,Economics
492,2007,Frank Schneider,Economics,Cornerstone Research,1,Harvard University,Economics
493,2007,Allie Schwartz,Economics,Cornerstone Research,1,Harvard University,Economics
494,2007,Jesse Shapiro,Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
495,2007,Jon Steinsson,Economics,"Columbia, Department of Economics",1,Harvard University,Economics
496,2007,Satoru Takahashi,Economics,"Princeton, Department Economics",1,Harvard University,Economics
497,2007,Gergely Ujhelyi,Economics,"University of Houston, Department of Economics",1,Harvard University,Economics
498,2007,Gregor Matvos,Business Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
499,2007,Rachel Parkin,Business Economics,CRA International,1,Harvard University,Economics
500,2007,Harini Parthassarathy,Business Economics,World Bank,1,Harvard University,Economics
501,2007,Parag Pathak,Business Economics,"MIT, Department of Economics",1,Harvard University,Economics
502,2007,Halla Yang,Business Economics,Goldman Sachs Asset Management,1,Harvard University,Economics
503,2007,Erin Strumpf,Business Economics,"McGill University, Economics, Epidemiology, & Biostatistics",1,Harvard University,Economics
504,2007,Michael Katz,Economics,AQR Capital Management,1,Harvard University,Economics
505,2006,Elsa Artadi,Economics,"IGIER-Bocconi University, Economics",1,Harvard University,Economics
506,2006,Daniel Benjamin,Economics,"Dartmouth, Department of Economics",1,Harvard University,Economics
507,2006,Assaf Ben-Shoham,Economics,Brookdale,1,Harvard University,Economics
508,2006,Leah Platt Boustan,Economics,"University of California, Los Angeles",1,Harvard University,Economics
509,2006,Paula Bustos,Economics,CREI - Pompeu Fabra,1,Harvard University,Economics
510,2006,Pablo Casas-Arce,Economics,"Pompeu Fabra, Barcelona",1,Harvard University,Economics
511,2006,Joyce Chen,Economics,"Ohio State University, Agriculture, Environment, and Development Dept.",1,Harvard University,Economics
512,2006,Carola Frydman,Economics,"MIT, Sloan School of Management",1,Harvard University,Economics
513,2006,Andrei Goureev,Economics,Legal Economics,1,Harvard University,Economics
514,2006,Richard Holden,Economics,"MIT, Sloan School of Management",1,Harvard University,Economics
515,2006,Emir Kamenica,Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
516,2006,C. Cynthia Lin,Economics,"University of California Davis, Department of Economics",1,Harvard University,Economics
517,2006,Stephen Lin,Economics,"US Treasury, Office of International Affairs",1,Harvard University,Economics
518,2006,Yves Nosbusch,Economics,"London School of Economics, Finance",1,Harvard University,Economics
519,2006,Yi Qian,Economics,"Northwestern University, Kellogg School of Management",1,Harvard University,Economics
520,2006,Seamus Smyth,Economics,Goldman Sachs,1,Harvard University,Economics
521,2006,Peter Spiegler,Economics,"University of Massachusetts, Amherst, Department of Economics",1,Harvard University,Economics
522,2006,Francesco Trebbi,Economics,"University of Chicago, Booth School of Business",1,Harvard University,Economics
523,2006,Stanley Watt,Economics,International Monetary Fund,1,Harvard University,Economics
524,2006,Stephen Weinberg,Economics,Duke University,1,Harvard University,Economics
525,2006,James Costantini,Business Economics,"INSEAD, Strategy Group",1,Harvard University,Economics
526,2006,Pavel Savor,Business Economics,"University of Pennsylvania, Wharton",1,Harvard University,Economics
527,2006,Ryan Taliaferro,Business Economics,Harvard Business School,1,Harvard University,Economics
528,2006,Catherine Thomas,Business Economics,"Columbia GSB, Economics and Finance",1,Harvard University,Economics
529,2006,Yuhai Xuan,Business Economics,Harvard Business School,1,Harvard University,Economics
530,2006,Rebecca Thornton,PEG,"University of Michigan, Department of Economics",1,Harvard University,Economics
531,2006,Randall Akee,PEG,The Institute for the Study of Labor,1,Harvard University,Economics
532,2006,Eliza Hammel,,McKinsey & Co,1,Harvard University,Economics
533,2006,Charles Cohen,,US Department of the Treasury,1,Harvard University,Economics
534,2005,Joseph Aldy,Economics,Resources for the Future,1,Harvard University,Economics
535,2005,Nava Ashraf,Economics,Harvard Business School,1,Harvard University,Economics
536,2005,David Blackburn,Economics,NERA Intellectual Property Practice,1,Harvard University,Economics
537,2005,James Choi,Economics,Yale School of Management,1,Harvard University,Economics
538,2005,Marianna Colacelli,Economics,"Barnard College, Columbia University",1,Harvard University,Economics
539,2005,David Evans,Economics,RAND,1,Harvard University,Economics
540,2005,Bryan Graham,Economics,"University of California, Berkeley",1,Harvard University,Economics
541,2005,Jens Hilscher,Economics,"Brandeis University, IBS",1,Harvard University,Economics
542,2005,Daniel Hojman,Economics,Harvard Kennedy School,1,Harvard University,Economics
543,2005,Joy Ishii,Economics,"Stanford, Graduate School of Business",1,Harvard University,Economics
544,2005,Miklos Koren,Economics,"New York Fed, International Research Group",1,Harvard University,Economics
545,2005,Benjamin Olken,Economics,"MIT, Department of Economics",1,Harvard University,Economics
546,2005,Ilia Rainer,Economics,George Mason University,1,Harvard University,Economics
547,2005,Raven Saks,Economics,Federal Reserve Board,1,Harvard University,Economics
548,2005,Monica Singhal,Economics,Harvard Kennedy School,1,Harvard University,Economics
549,2005,Gustavo Suarez,Economics,Federal Reserve Board of Governors,1,Harvard University,Economics
550,2005,Man-Keung Tang,Economics,International Monetary Fund,1,Harvard University,Economics
551,2005,Abigail Waggoner,Economics,"Notre Dame, Department of Economics",1,Harvard University,Economics
552,2005,Bryce Ward,Economics,"Harvard, Institutional Research",1,Harvard University,Economics
553,2005,Eric Werker,Economics,Harvard Business School,1,Harvard University,Economics
554,2005,Daniel Elfenbein,Business Economics,"Washington University, Olin School of Business",1,Harvard University,Economics
555,2005,Kate Ho,Business Economics,"Columbia, Department of Economics",1,Harvard University,Economics
556,2005,Kristin Knox,Business Economics,"Harvard, Institutional Research",1,Harvard University,Economics
557,2005,Michael Ostrovsky,Business Economics,"Stanford Graduate School of Business, Economics",1,Harvard University,Economics
558,2005,Alexander Wagner,PEG,Analysis Group,1,Harvard University,Economics
559,2005,Khuong Vu,PEG,National University of Singapore,1,Harvard University,Economics
